image_directory,isComplete,raw_code,code,caption,hasAssert
Data/example-code/verilog examples/Textbook SVA/Book-Verilog/paginated/AshokMehta-System Verilog Assertions and Functional Coverage_p328.jpg,True,"```verilog
property p1;
  req s_until gnt;
endproperty

property p1;
  req until_with gnt;
endproperty
```

The image contains these two pieces of Verilog code defining properties p1 using temporal logic operators `s_until` and `until_with`.","
property p1;
  req s_until gnt;
endproperty

property p1;
  req until_with gnt;
endproperty
",Explanation of the Verilog `until` and `until_with` properties using simulation log examples.,False
Data/example-code/verilog examples/Textbook SVA/Book-Verilog/paginated/CernyDudani-SVA- The Power of Assertions in SystemVerilog_p160.jpg,True,"```verilog
a1: assert property (@(posedge clk) $past(a));

a1: assert property (@(posedge clk) gnt |-> $past(req));

a1_wrong: assert property (@(posedge clk) $onehot(sig ^ $past(sig)));

a2: assert property (@(posedge clk) nexttime $onehot(sig ^ $past(sig)));

a3_problematic: assert property (
    @(posedge clk) disable iff (rst) $onehot(sig ^ $past(sig)));
```","
a1: assert property (@(posedge clk) $past(a));

a1: assert property (@(posedge clk) gnt |-> $past(req));

a1_wrong: assert property (@(posedge clk) $onehot(sig ^ $past(sig)));

a2: assert property (@(posedge clk) nexttime $onehot(sig ^ $past(sig)));

a3_problematic: assert property (
    @(posedge clk) disable iff (rst) $onehot(sig ^ $past(sig)));
","""Exploring Assertion Techniques in Verilog with Sampled Value Functions and Solution Discussion""",True
Data/example-code/verilog examples/Textbook SVA/Book-Verilog/paginated/StuartSutherland-The Verilog PLI Handbook_p177.jpg,True,"```c
int PLIbook_ReadTimeVal_calltf(char *user_data)
{
  vpiHandle systf_h, arg_itr, arg_h, timevar_h;
  s_vpi_value timevar_val;  /* structure to receive variable value */

  /* obtain a handle to the system task instance */
  systf_h = vpi_handle(vpiSysTfCall, NULL);

  /* obtain handle to system task argument
     compiler has already verified only 1 arg with correct type */
  arg_itr = vpi_iterate(vpiArgument, systf_h);
  timevar_h = vpi_scan(arg_itr);
  vpi_free_object(arg_itr);  /* free iterator memory */

  timevar_val.format = vpiTimeVal;  /* set value format field */

  vpi_get_value(timevar_h, &timevar_val);  /* read variable's value */

  vpi_printf(""\nTime Variable %s: "", vpi_get_str(vpiName, timevar_h));
  vpi_printf("" hi-word/lo-word = &d/&d\n\n"",
             timevar_val.value.time->high,
             timevar_val.value.time->low);

  return(0);
}
```","LIbook_ReadTimeVal_calltf(char *user_data)
{
  vpiHandle systf_h, arg_itr, arg_h, timevar_h;
  s_vpi_value timevar_val;  /* structure to receive variable value */

  /* obtain a handle to the system task instance */
  systf_h = vpi_handle(vpiSysTfCall, NULL);

  /* obtain handle to system task argument
     compiler has already verified only 1 arg with correct type */
  arg_itr = vpi_iterate(vpiArgument, systf_h);
  timevar_h = vpi_scan(arg_itr);
  vpi_free_object(arg_itr);  /* free iterator memory */

  timevar_val.format = vpiTimeVal;  /* set value format field */

  vpi_get_value(timevar_h, &timevar_val);  /* read variable's value */

  vpi_printf(""\nTime Variable %s: "", vpi_get_str(vpiName, timevar_h));
  vpi_printf("" hi-word/lo-word = &d/&d\n\n"",
             timevar_val.value.time->high,
             timevar_val.value.time->low);

  return(0);
}
","Caption: ""Verilog code example for reading time variable values using VPI routines from a programming guide on Verilog.""",False
Data/example-code/verilog examples/Textbook SVA/Book-Verilog/paginated/CernyDudani-SVA- The Power of Assertions in SystemVerilog_p148.jpg,True,"The image contains code examples written in SystemVerilog, which is a hardware description and verification language. Below are the code examples from the image:

1.
```verilog
trans ##[0:1] ready
```

2.
```verilog
req ##[2:4] gnt
```

3.
```verilog
a1: assert property (@(posedge clk) req |-> ##[1:5] gnt);
```

4.
```verilog
initial a1: assert property (@(posedge clk) ##[10:12] ready);
```

5.
```verilog
req ##[+1] gnt
```

These snippets describe sequences for synchronization and assertion in hardware verification contexts.","
trans ##[0:1] ready


req ##[2:4] gnt


a1: assert property (@(posedge clk) req |-> ##[1:5] gnt);


initial a1: assert property (@(posedge clk) ##[10:12] ready);


req ##[+1] gnt
","The image shows a textbook section discussing sequence concatenation and delay in Verilog code, with examples and efficiency tips on using delay ranges and assertions within hardware verification.",True
Data/example-code/verilog examples/Textbook SVA/Book-Verilog/paginated/AshokMehta-System Verilog Assertions and Functional Coverage_p472.jpg,True,"```verilog
//constructor
function new (string name, uvm_component parent = null);
    super.new (name, parent);
    cGroup = new;
endfunction
....
endclass

useParams useP1 = new (32,64);

Here’s another example in the same line of thought.

class configurable_cGroup_class;
    int x;
    covergroup construct_bins_cg (input int min, max, num_bins);
        coverpoint x {
            bins lowest  = {min};
            bins highest = {max};
            bins middle[num_bins] = {[min+1:max-1]};
        }
    endgroup

    function new(int min, int width);
        int max = min + width - 1;
        int n_bins = (width - 2) / 4; // aim for 4 values per bin
        construct_bins_cg = new(min, max, n_bins);
    endfunction
endclass

configurable_cGroup_class cgClass = new(16, 32);
```","
//constructor
function new (string name, uvm_component parent = null);
    super.new (name, parent);
    cGroup = new;
endfunction
....
endclass

useParams useP1 = new (32,64);

Here’s another example in the same line of thought.

class configurable_cGroup_class;
    int x;
    covergroup construct_bins_cg (input int min, max, num_bins);
        coverpoint x {
            bins lowest  = {min};
            bins highest = {max};
            bins middle[num_bins] = {[min+1:max-1]};
        }
    endgroup

    function new(int min, int width);
        int max = min + width - 1;
        int n_bins = (width - 2) / 4; // aim for 4 values per bin
        construct_bins_cg = new(min, max, n_bins);
    endfunction
endclass

configurable_cGroup_class cgClass = new(16, 32);
","Caption: ""Example of creating a coverage group and an array of instances in Verilog for functional coverage measurement.""",False
Data/example-code/verilog examples/Textbook SVA/Book-Verilog/paginated/AshokMehta-System Verilog Assertions and Functional Coverage_p314.jpg,True,"```verilog
global clocking @clk; endclocking
...
assert property(@(global_clock) a);
```

```verilog
assert property(@(clk) a);
```","
global clocking @clk; endclocking
...
assert property(@(global_clock) a);


assert property(@(clk) a);
","""Overview of Global Clocking in SystemVerilog and Implications on Simulation Efficiency""",True
Data/example-code/verilog examples/Textbook SVA/Book-Verilog/paginated/FosterKrolnikLacey-Assertion-Based Design_p385.jpg,True,"The image contains text which appears to describe part of the Verilog Hardware Description Language (HDL) specification. Specifically, it's about sequence specification in Verilog and shows the Backus-Naur Form (BNF) grammar for this construct. However, it doesn't contain actual code written in Verilog, but rather the syntax rules for how to write sequence specifications. Here is the captured text from the image:

```
Example C-18 Sequence specification

cycle_delay_range ::=
    '##' constant_expression
   | '##' '[' const_range_expression ']'

const_range_expression ::=
    constant_expression : constant_expression
   | constant_expression : '$'

sequence_expr ::= [ cycle_delay_range ]
    sequence_expr { cycle_delay_range sequence_expr }
   | expression_or_dist [boolean_repeat]
   | expression_or_dist { ',' sequence_match_item } [boolean_repeat]
   | sequence_instance [ consecutive_repeat ]
   | sequence_expr { ',' sequence_match_item } [consecutive_repeat]
   | event_control sequence_expr
   | '(' sequence_expr ')'
   | sequence_expr and sequence_expr
   | sequence_expr or sequence_expr
   | sequence_expr intersect sequence_expr
   | sequence_expr within sequence_expr
   | expression throughout sequence_expr

sequence_match_item ::= variable_assignment | subroutine_call

expression_or_dist ::= expression
   | expression dist '{' dist_list '}'

boolean_repeat ::= consecutive_repeat
   | nonconsecutive_repeat
   | goto_repeat

consecutive_repeat ::=
    '[' '*' const_range_expression ']'

nonconsecutive_repeat ::=
    '[' '=' const_range_expression ']'

goto_repeat ::=
    '[' '->' const_range_expression ']'
```

This text outlines the formal grammar used for specifying sequences in Verilog assertions. It is an abstract representation and not executable code.","e C-18 Sequence specification

cycle_delay_range ::=
    '##' constant_expression
   | '##' '[' const_range_expression ']'

const_range_expression ::=
    constant_expression : constant_expression
   | constant_expression : '$'

sequence_expr ::= [ cycle_delay_range ]
    sequence_expr { cycle_delay_range sequence_expr }
   | expression_or_dist [boolean_repeat]
   | expression_or_dist { ',' sequence_match_item } [boolean_repeat]
   | sequence_instance [ consecutive_repeat ]
   | sequence_expr { ',' sequence_match_item } [consecutive_repeat]
   | event_control sequence_expr
   | '(' sequence_expr ')'
   | sequence_expr and sequence_expr
   | sequence_expr or sequence_expr
   | sequence_expr intersect sequence_expr
   | sequence_expr within sequence_expr
   | expression throughout sequence_expr

sequence_match_item ::= variable_assignment | subroutine_call

expression_or_dist ::= expression
   | expression dist '{' dist_list '}'

boolean_repeat ::= consecutive_repeat
   | nonconsecutive_repeat
   | goto_repeat

consecutive_repeat ::=
    '[' '*' const_range_expression ']'

nonconsecutive_repeat ::=
    '[' '=' const_range_expression ']'

goto_repeat ::=
    '[' '->' const_range_expression ']'
",The image shows a section of a document covering sequence composition in Verilog with an example of Backus-Naur Form (BNF) specification for sequence expressions.,False
Data/example-code/verilog examples/Textbook SVA/Book-Verilog/paginated/Vijayaraghavan-A Practical Guide for SystemVerilog Assertions_p267.jpg,True,"The image contains Verilog code related to SystemVerilog Assertions (SVA). Here is the code from the image:

```verilog
endproperty

property p_mchk7_after;
@(posedge clk)
  s_mchk7_after.ended |-> reqn [*2];

endproperty

a_mchk7_before: assert property(p_mchk7_before);
a_mchk7_after: assert property(p_mchk7_after);

c_mchk7_before: cover property(p_mchk7_before);
c_mchk7_after: cover property(p_mchk7_after);
```

This Verilog code snippet defines a property `p_mchk7_after` and uses `assert` and `cover` directives to check and cover the property for certain conditions in a clocked process. The assertions (`a_mchk7_before` and `a_mchk7_after`) and coverage points (`c_mchk7_before` and `c_mchk7_after`) are based on the property(`p_mchk7_after`) which checks for a sequence of events related to the `reqn` signal after a positive edge of the `clk` signal.","
endproperty

property p_mchk7_after;
@(posedge clk)
  s_mchk7_after.ended |-> reqn [*2];

endproperty

a_mchk7_before: assert property(p_mchk7_before);
a_mchk7_after: assert property(p_mchk7_after);

c_mchk7_before: cover property(p_mchk7_before);
c_mchk7_after: cover property(p_mchk7_after);
","""Verilog SystemVerilog Assertions (SVA) for protocol interface checking in a PCI master application""",True
Data/example-code/verilog examples/Textbook SVA/Book-Verilog/paginated/Vijayaraghavan-A Practical Guide for SystemVerilog Assertions_p273.jpg,True,"```verilog
property p_mchk12;
@(posedge clk)
`s_DUAL_ADDR_CYCLE && req64n |=> ...
```

The code in the image is cropped, and therefore incomplete. It shows just a snippet which appears to be a part of a SystemVerilog assertion to check a property named `p_mchk12`.","
property p_mchk12;
@(posedge clk)
`s_DUAL_ADDR_CYCLE && req64n |=> ...
","""Example of a SystemVerilog Assertion (SVA) for a PCI Master check with waveform diagram and description of a special cycle""",False
Data/example-code/verilog examples/Textbook SVA/Book-Verilog/paginated/AshokMehta-System Verilog Assertions and Functional Coverage_p300.jpg,True,"```verilog
@(negedge rclk) first_match(rd_detect(ptr),
$display($stime,,,"" Assertion Disp FIRST_MATCH ptr=%h Compare data=%h fifo_out=%h"", ptr, data, fifo_out) )
##0 (fifo_out === data);

endproperty

dcheck : assert property (data_check(aff1_wr_ptr)) else
$display($stime,,,""FAIL: DATA CHECK"");
dcheck:coverproperty(data_check(aff1_wr_ptr))$display($stime,,,""PASS: DATA CHECK"");
```

```verilog
property full_empty;
@(posedge wclk) disable iff (!wclk_reset_n)
@(posedge wclk) (full) |=> @(posedge rclk) (!empty);

endproperty

few: assert property (full_empty) else $display($stime,,,""FAIL: Full and Empty BOTH asserted"");
cfew: cover property (full_empty) $display($stime,,,"" PASS: Full and Empty check "");
```

```verilog
property empty_full;
@(posedge wclk) disable iff (!wclk_reset_n)
@(posedge rclk) (empty) |=> @(posedge wclk) (!full);

endproperty
```","
@(negedge rclk) first_match(rd_detect(ptr),
$display($stime,,,"" Assertion Disp FIRST_MATCH ptr=%h Compare data=%h fifo_out=%h"", ptr, data, fifo_out) )
##0 (fifo_out === data);

endproperty

dcheck : assert property (data_check(aff1_wr_ptr)) else
$display($stime,,,""FAIL: DATA CHECK"");
dcheck:coverproperty(data_check(aff1_wr_ptr))$display($stime,,,""PASS: DATA CHECK"");


property full_empty;
@(posedge wclk) disable iff (!wclk_reset_n)
@(posedge wclk) (full) |=> @(posedge rclk) (!empty);

endproperty

few: assert property (full_empty) else $display($stime,,,""FAIL: Full and Empty BOTH asserted"");
cfew: cover property (full_empty) $display($stime,,,"" PASS: Full and Empty check "");


property empty_full;
@(posedge wclk) disable iff (!wclk_reset_n)
@(posedge rclk) (empty) |=> @(posedge wclk) (!full);

endproperty
","""Verilog Assertions for Asynchronous FIFO: Data Match and Full/Empty Conditions""",True
Data/example-code/verilog examples/Textbook SVA/Book-Verilog/paginated/AshokMehta-System Verilog Assertions and Functional Coverage_p466.jpg,True,"The image contains a snippet of Verilog code which is an example of a class that includes an embedded covergroup. Here is the code presented in the image:

```verilog
class xyz;
  bit [3:0] m_x;
  int m_y;
  bit m_z;

  covergroup xyzCover @(m_z);
    coverpoint m_x;
    coverpoint m_y;
  endgroup

  function new();
    xyzCover xyzCovInst = new;
  endfunction
endclass
```

Please note that this code snippet is a part of a more extensive explanation about using embedded ""covergroup"" within a ""class"" in SystemVerilog for functional coverage purposes.","
class xyz;
  bit [3:0] m_x;
  int m_y;
  bit m_z;

  covergroup xyzCover @(m_z);
    coverpoint m_x;
    coverpoint m_y;
  endgroup

  function new();
    xyzCover xyzCovInst = new;
  endfunction
endclass
","A textbook excerpt discussing the concept of embedding a ""covergroup"" within a ""class"" in SystemVerilog, including a code example.",False
Data/example-code/verilog examples/Textbook SVA/Book-Verilog/paginated/SpearTumbush-SystemVerilog for Verification_p150.jpg,True,"The image includes a snippet of code from a Verilog-related context. Here's the code extracted from the image:

```verilog
##2 arbif.cb.request <= 0; // Wait 2 cycles then assign
##3; // Illegal - must be used with an assignment
```

This snippet is discussing the concept of introducing delays in signal assignments in Verilog, and what is considered legal or illegal in this context.","
##2 arbif.cb.request <= 0; // Wait 2 cycles then assign
##3; // Illegal - must be used with an assignment
","""Explaining signal drive with cycle delay in Verilog coding""",False
Data/example-code/verilog examples/Textbook SVA/Book-Verilog/paginated/BallJones-Computer Aided Verification_p469.jpg,True,"```verilog
x = 0;
y = 0;
while(true)
{
    if(x <= 50) y++;
    else y--;

    if(y < 0) break;

    x++;
}
```
This is the code snippet from the image which is written in a C-like syntax, not Verilog. The image is discussing a running example relating to program analysis, using a simple loop with non-regular behavior.","
x = 0;
y = 0;
while(true)
{
    if(x <= 50) y++;
    else y--;

    if(y < 0) break;

    x++;
}
","""An academic figure illustrating control-flow graph, program states, and state approximation for loop analysis in program verification""",False
Data/example-code/verilog examples/Textbook SVA/Book-Verilog/paginated/SutherlandMills-Verilog and SystemVerilog Gotchas_p148.jpg,True,"The image contains two snippets of Verilog/SystemVerilog code which are presented as solutions to a specific Gotcha related to event triggering in Verilog and SystemVerilog. Here is the code from the image:

Verilog solution:

```verilog
initial #0 -> get_data;   // OK! delayed trigger

always @(get_data) begin  // wait for a get_data event
    ... // code to get data
```

SystemVerilog solution 1:

```verilog
initial ->> get_data;   // OK! trigger after delta

always @(get_data) begin  // wait for a get_data event
    ... // code to get data
```

The second part of SystemVerilog solution 2 is mentioned but not shown in the image.","
initial #0 -> get_data;   // OK! delayed trigger

always @(get_data) begin  // wait for a get_data event
    ... // code to get data


initial ->> get_data;   // OK! trigger after delta

always @(get_data) begin  // wait for a get_data event
    ... // code to get data
","This image includes text explaining how to avoid certain issues in Verilog and SystemVerilog, depicting examples of code to solve the trigger delay problem.",False
Data/example-code/verilog examples/Textbook SVA/Book-Verilog/paginated/JohnWilliams-Digital VLSI Design with Verilog_p538.jpg,True,"```verilog
always_comb
    begin
    Products = B*B + B*X - 1;
    Result = Products + xProducts;
    end

always_latch
    if (S_Z) S <= Z;

always_ff @(posedge Clk iff Rst == 1'b0)
    CountReg <= CountReg + 1;

module MyModule(rest of header);
    timeunit 1ns; // Time is in units of ns.
    timeprecision 100 ps; // Time is to a precision of 100 ps.
(rest of module)
endmodule

module MyOtherModule ( . . .);
    timeunit 1ns/100ps; // Same effect as ""`timescale 1ns/100ps"".
    . . .
endmodule
```","
always_comb
    begin
    Products = B*B + B*X - 1;
    Result = Products + xProducts;
    end

always_latch
    if (S_Z) S <= Z;

always_ff @(posedge Clk iff Rst == 1'b0)
    CountReg <= CountReg + 1;

module MyModule(rest of header);
    timeunit 1ns; // Time is in units of ns.
    timeprecision 100 ps; // Time is to a precision of 100 ps.
(rest of module)
endmodule

module MyOtherModule ( . . .);
    timeunit 1ns/100ps; // Same effect as ""`timescale 1ns/100ps"".
    . . .
endmodule
","Verilog code examples demonstrating always_comb, always_latch, and always_ff blocks, as well as information on new timescale alternatives and loop commands in SystemVerilog.",False
Data/example-code/verilog examples/Textbook SVA/Book-Verilog/paginated/SutherlandMills-Verilog and SystemVerilog Gotchas_p68.jpg,True,"The image contains Verilog code. Here it is:

```verilog
always @* begin // OK, infers @(a, b)
  sum = a + b;
end

always @* begin // OK, infers @(a, b)
  prod = mult(a, b); // call function that reads a, b
end

always @* begin // OK, infers @(sel, sum, prod)
  out = sel? sum : prod ;
end

function [15:0] mult (input [7:0] m, n);
  mult = m * n;
endfunction
```","
always @* begin // OK, infers @(a, b)
  sum = a + b;
end

always @* begin // OK, infers @(a, b)
  prod = mult(a, b); // call function that reads a, b
end

always @* begin // OK, infers @(sel, sum, prod)
  out = sel? sum : prod ;
end

function [15:0] mult (input [7:0] m, n);
  mult = m * n;
endfunction
","""Understanding Sensitivity Lists in Verilog and the Gotchas of the @* Wildcard Sensitivity List""",False
Data/example-code/verilog examples/Textbook SVA/Book-Verilog/paginated/SutherlandMills-Verilog and SystemVerilog Gotchas_p160.jpg,True,"```verilog
reg [3:0] i;                   // 4-bit loop control variable
for (i=0; i<=15; i=i+1)        // GOTCHA! i<=15 is always true
  begin
    // loop body */ end
```

```verilog
reg [3:0] result;               // 4-bit design or test variable
for (int i=0; i<=15; i=i+1)    // OK, i can have a value greater
                                // than 15
  @(posedge clk) result = i;    // OK, but mismatch in assignment
                                // sizes
```

The code in the image illustrates a ""gotcha"" or common mistake that can occur when using loops in Verilog, particularity when the loop control variable's size is too small to hold the necessary count, resulting in an infinite loop. The second block of code provides a correct way to define the loop control variable as an `int`, which can hold a value greater than 15.","
reg [3:0] i;                   // 4-bit loop control variable
for (i=0; i<=15; i=i+1)        // GOTCHA! i<=15 is always true
  begin
    // loop body */ end


reg [3:0] result;               // 4-bit design or test variable
for (int i=0; i<=15; i=i+1)    // OK, i can have a value greater
                                // than 15
  @(posedge clk) result = i;    // OK, but mismatch in assignment
                                // sizes
",An explanation of a common pitfall in Verilog coding: creating an infinite for loop by using a loop control variable that is too small.,False
Data/example-code/verilog examples/Textbook SVA/Book-Verilog/paginated/SpearTumbush-SystemVerilog for Verification_p385.jpg,True,"There is Verilog code present in the image. Here are the code excerpts:

```verilog
covergroup CovDst28;
  coverpoint tr.dst {
    option.auto_bin_max = 4; // 0:1, 2:3, 4:5, 6:7
    ignore_bins hi = {6,7};  // Ignore upper 2 values
  }
endgroup
```

```verilog
covergroup CovDst29;
  coverpoint tr.dst {
    illegal_bins hi = {6,7}; // Give error if seen
  }
endgroup
```","
covergroup CovDst28;
  coverpoint tr.dst {
    option.auto_bin_max = 4; // 0:1, 2:3, 4:5, 6:7
    ignore_bins hi = {6,7};  // Ignore upper 2 values
  }
endgroup


covergroup CovDst29;
  coverpoint tr.dst {
    illegal_bins hi = {6,7}; // Give error if seen
  }
endgroup
","""Verilog Coverage Techniques Showing How to Use Auto Bin Max and Ignore Bins for Data Sampling""",False
Data/example-code/verilog examples/Textbook SVA/Book-Verilog/paginated/BallJones-Computer Aided Verification_p333.jpg,True,"The image contains a portion of text related to computer science, specifically it shows a BNF-like grammar definition that resembles code. Here is the content that looks like code:

```
P ::= defn thlist
thlist ::= null | stmt thlist
defn ::= int Y | lock L | defn ; defn
stmt ::= x := e
        | while (b) { stmt } | begin stmt end
        | if (b) { stmt } else { stmt } | skip
        | acquire(L) | release(L) | stmt ; stmt
e ::= i | x | Y | e + e | e * e | e/e
b ::= true | false | e op e | b ∨ b | ¬b

op ∈ {<, ≤, >, ≥, =, ≠}
x ∈ LVar, Y ∈ GVar, i ∈ Integer, L ∈ Lock
```

This excerpt is labeled as ""Fig. 2. SML syntax,"" suggesting an example of syntax definitions for some language, perhaps SML (Standard ML), although SML is itself a different programming language. This code-like text is defining the grammar of a simple language that includes variable definitions, statements, expressions, and boolean expressions for some theoretical or domain-specific language.","defn thlist
thlist ::= null | stmt thlist
defn ::= int Y | lock L | defn ; defn
stmt ::= x := e
        | while (b) { stmt } | begin stmt end
        | if (b) { stmt } else { stmt } | skip
        | acquire(L) | release(L) | stmt ; stmt
e ::= i | x | Y | e + e | e * e | e/e
b ::= true | false | e op e | b ∨ b | ¬b

op ∈ {<, ≤, >, ≥, =, ≠}
x ∈ LVar, Y ∈ GVar, i ∈ Integer, L ∈ Lock
","""Syntax definition for the SML language and an introduction to Petri nets and traces.""",False
Data/example-code/verilog examples/Textbook SVA/Book-Verilog/paginated/JohnWilliams-Digital VLSI Design with Verilog_p276.jpg,True,"The image contains Verilog code. Here it is transcribed:

```verilog
assign B.D = C.Q;

assign A.B.D = A.C.Q;

assign A.D.E.OutBus = OutWire;

assign D.E.OutBus = C.OutWire;
```

These are examples of hierarchical references in Verilog for connecting different modules or instances within a digital design.","
assign B.D = C.Q;

assign A.B.D = A.C.Q;

assign A.D.E.OutBus = OutWire;

assign D.E.OutBus = C.OutWire;
",The image is a page from a textbook discussing the use of hierarchical names in Verilog code and the implications of such usage for digital VLSI design.,False
Data/example-code/verilog examples/Textbook SVA/Book-Verilog/paginated/SpearTumbush-SystemVerilog for Verification_p391.jpg,True,"The image contains Verilog code for examples of cross coverage and use of bins. Here is the code as written in the image:

```verilog
Sample 9.36 Cross coverage with bin names

class Sample;
    rand bit a, b;
endclass

Sample sam;

covergroup CrossBinNames;
    a: coverpoint sam.a
    {
        bins a0 = {0};
        bins a1 = {1};
        option.weight=0;  // Don't count this coverpoint
    }
    b: coverpoint sam.b
    {
        bins b0 = {0};
        bins b1 = {1};
        option.weight=0;  // Don't count this coverpoint
    }
    ab: cross a, b
    {
        bins a0b0 = binsof(a.a0) && binsof(b.b0);
        bins a1b0 = binsof(a.a1) && binsof(b.b0);
        bins b1   = binsof(b.b1);
    }
endgroup
```

```verilog
Sample 9.37 Cross coverage with binsof

covergroup CrossBinsofIntersect;
    a: coverpoint sam.a
    {
        option.weight=0;  // Don't count this coverpoint
    }
    b: coverpoint sam.b
    {
        option.weight=0;  // Don't count this coverpoint
    }
    ab: cross a, b
    {
        bins a0b0 = binsof(a) intersect {0} &&
                    binsof(b) intersect {0};
        bins a1b0 = binsof(a) intersect {1} &&
                    binsof(b) intersect {0};
        bins b1   = binsof(b) intersect {1};
    }
endgroup
```

The text in the image also explains that you can name bins in cover points and then gather cross coverage using those bins. It also notes that one can use `binsof` to specify the cross coverage values more efficiently.","
Sample 9.36 Cross coverage with bin names

class Sample;
    rand bit a, b;
endclass

Sample sam;

covergroup CrossBinNames;
    a: coverpoint sam.a
    {
        bins a0 = {0};
        bins a1 = {1};
        option.weight=0;  // Don't count this coverpoint
    }
    b: coverpoint sam.b
    {
        bins b0 = {0};
        bins b1 = {1};
        option.weight=0;  // Don't count this coverpoint
    }
    ab: cross a, b
    {
        bins a0b0 = binsof(a.a0) && binsof(b.b0);
        bins a1b0 = binsof(a.a1) && binsof(b.b0);
        bins b1   = binsof(b.b1);
    }
endgroup


Sample 9.37 Cross coverage with binsof

covergroup CrossBinsofIntersect;
    a: coverpoint sam.a
    {
        option.weight=0;  // Don't count this coverpoint
    }
    b: coverpoint sam.b
    {
        option.weight=0;  // Don't count this coverpoint
    }
    ab: cross a, b
    {
        bins a0b0 = binsof(a) intersect {0} &&
                    binsof(b) intersect {0};
        bins a1b0 = binsof(a) intersect {1} &&
                    binsof(b) intersect {0};
        bins b1   = binsof(b) intersect {1};
    }
endgroup
",Verilog code examples demonstrating cross coverage with named bins and use of binsof operator to specify cross coverage values.,False
Data/example-code/verilog examples/Textbook SVA/Book-Verilog/paginated/JohnWilliams-Digital VLSI Design with Verilog_p262.jpg,True,"```verilog
X = 4'b101x;
Y = 4'b101z;
// ...
if (X==^4'b101x) ...; // Evaluates as '1x'; won't match the value above.
if (X==Y) ...;        // Won't match; and if (X!=Y) won't, either.
if (X==^X) ...;       // This won't match, either!
//
case (X)
    4'b1010: ...;
    4'b1011: ...;
    4'b101z: ...;
    4'bxxxx: ...;
    4'bzzzz: ...; // Comma separation is legal.
    default: ...; // This will execute because nothing else did.
endcase
case (X)
    4'b1010: ...;
    4'b101x: ...; // This matches and will execute.
    4'b101z: ...;
    4'bxxxx: ...;
    4'bzzzz: ...;
    default: ...;
endcase

// Consider these examples:

X = 4'b101x;
Y = 4'b101z;
// ...
if (X==^4'b101x) else ...; // expr = 1; the if executes.
if (X!==Y) else ...;       // expr = 1; the if executes.
if (X!=Y) else ...;        // expr = x; the else executes.
//
// The conditional operator is not an if but accepts case equality:
Z = (X==^Y) ? 1'b1: 1'b0;  // Assigns 1'bx.
Z = (X!==Y) ? 1'b1: 1'b0;  // Assigns 1'b0.
Z = (X!=Y) ? 1'b1: 1'b0;   // Assigns 1'b1.
```","
X = 4'b101x;
Y = 4'b101z;
// ...
if (X==^4'b101x) ...; // Evaluates as '1x'; won't match the value above.
if (X==Y) ...;        // Won't match; and if (X!=Y) won't, either.
if (X==^X) ...;       // This won't match, either!
//
case (X)
    4'b1010: ...;
    4'b1011: ...;
    4'b101z: ...;
    4'bxxxx: ...;
    4'bzzzz: ...; // Comma separation is legal.
    default: ...; // This will execute because nothing else did.
endcase
case (X)
    4'b1010: ...;
    4'b101x: ...; // This matches and will execute.
    4'b101z: ...;
    4'bxxxx: ...;
    4'bzzzz: ...;
    default: ...;
endcase

// Consider these examples:

X = 4'b101x;
Y = 4'b101z;
// ...
if (X==^4'b101x) else ...; // expr = 1; the if executes.
if (X!==Y) else ...;       // expr = 1; the if executes.
if (X!=Y) else ...;        // expr = x; the else executes.
//
// The conditional operator is not an if but accepts case equality:
Z = (X==^Y) ? 1'b1: 1'b0;  // Assigns 1'bx.
Z = (X!==Y) ? 1'b1: 1'b0;  // Assigns 1'b0.
Z = (X!=Y) ? 1'b1: 1'b0;   // Assigns 1'b1.
","Verilog code examples explaining conditional operator, case equality operator, and matching unknowns ('x' and 'z') in conditional statements.",False
Data/example-code/verilog examples/Textbook SVA/Book-Verilog/paginated/SutherlandMills-Verilog and SystemVerilog Gotchas_p174.jpg,True,"```verilog
function void build_env(Consumer c, Producer p); // GOTCHA!
  c = new(); // construct object and store handle in c
  p = new(); // construct object and store handle in p
  ... // set up rest of environment
endfunction

initial begin
  Consumer c;
  Producer p;
  build_env(c, p); // construct and set up objects

  c.randomize;     // ERROR: c does not contain an object handle
end
```

```verilog
function void build_env(ref Consumer c, ref Producer p);
```
The image contains these snippets of Verilog code, along with an explanation of a common pitfall (Gotcha) and how to avoid it when passing handles to methods in Verilog/SystemVerilog.","
function void build_env(Consumer c, Producer p); // GOTCHA!
  c = new(); // construct object and store handle in c
  p = new(); // construct object and store handle in p
  ... // set up rest of environment
endfunction

initial begin
  Consumer c;
  Producer p;
  build_env(c, p); // construct and set up objects

  c.randomize;     // ERROR: c does not contain an object handle
end


function void build_env(ref Consumer c, ref Producer p);
","""Explanation of the importance of using 'ref' arguments instead of 'input' in Verilog methods when passing object handles to retain changes in the calling scope.""",False
